row ID,row m/z,row retention time,L_C18_Polar_16_MS2_DF_125_01.mzML Peak area,L_C18_Polar_16_MS2_DF_125_02.mzML Peak area,L_C18_Polar_16_MS2_DF_25_02.mzML Peak area,L_C18_Polar_16_MS2_DF_125_03.mzML Peak area,L_C18_Polar_16_MS2_DF_25_01.mzML Peak area,L_C18_Polar_16_MS2_DF_5_01.mzML Peak area,L_C18_Polar_16_MS2_DF_25_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_01.mzML Peak area,L_C18_Polar_16_MS2_DF_625_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_02.mzML Peak area,L_C18_Polar_16_MS2_DF_5_03.mzML Peak area,L_C18_Polar_16_MS2_DF_625_03.mzML Peak area,L_C18_Polar_16_MS2_DF_1_01.mzML Peak area,L_C18_Polar_16_MS2_DF_1_02.mzML Peak area,L_C18_Polar_16_MS2_DF_1_03.mzML Peak area,
525,342.2636251528878,6.141954761904762,30174.00803906152,22651.086167969173,310744.03221837746,29246.803039062994,272418.75713578344,2749283.11933723,301420.0014581504,4052.2690634766045,0,2687233.5843549073,2746798.796420565,12262.282103516362,1.525133225501687E7,1.851728936357484E7,1.4181471486308314E7,
526,100.07554772401468,0.8263002222222222,12422.192320312584,28140.74756445324,413098.64236707555,60322.91364414075,305284.4601686941,2660792.7019352284,252414.4116359374,31450.446740039188,22460.73814726549,2509986.87000413,1888069.9073596173,27756.847556249748,1.4268865155895982E7,1.1721368957249893E7,9293104.757454023,
527,737.6198713756743,5.6379544444444445,10476.588484374839,23196.319703125413,201707.59928013542,77718.90353027236,165780.19338783348,2052408.2689352706,240225.7832849731,11909.73356542919,23265.149564453575,1999929.4488409685,2325589.6383404136,135182.3126992198,1.1249137597899366E7,1.5480174971104113E7,1.1704793723854862E7,
528,344.2793435414632,6.419661111111111,26303.281285643752,23690.783069335514,248099.44479799166,43194.83253320405,237826.39118080196,1998553.5821461936,187533.75046533404,0,0,2022066.10885286,1943595.5991893627,0,8585895.112541147,1.0115753170932619E7,1.1651175228885492E7,
529,330.2631919088971,7.420104444444445,90688.10814843756,27370.95673730678,305378.03042150504,84615.2895117214,169455.47260416846,2172427.309287959,386257.7206251917,6846.02315625029,8779.770207519818,2286330.9507429153,2137103.5974248466,7476.660788085517,8206286.732549492,9669855.077466065,1.0577909451483475E7,
530,370.29491579865464,8.386882222222223,52865.68516015967,305734.27969726763,418301.28321206017,58930.200097660636,423384.5511863868,3422958.3385076285,357511.1402029328,101761.0532700172,207442.13458105523,3794185.8055695565,3895732.9797113137,32001.93840039028,2.7074581586248823E7,2.8983297878544882E7,2.7421527092093717E7,
531,594.3762641059027,7.937085555555556,58903.297296872464,98777.4802539087,498037.44397284073,1040556.4973402146,69218.53317578284,28133.36558984504,88730.89881250287,3020.999912109667,457789.03282291564,146597.24639648577,511107.2485455702,384273.751943453,855250.54418954,1970018.4590241795,2844009.6907961266,
532,305.0208677456703,1.629686,37649.06391445338,39859.605597704896,421568.15730040864,36197.2078520507,564541.1845395095,2345420.611716816,629226.8642973023,4284.493415771431,2740.6479634765747,2278542.4667212265,2916498.6817170004,2348.841212988286,7336414.003191199,7568503.838781433,8050171.123938892,
533,606.3067893027958,7.713120512820513,34451.34255957109,4626.370766600974,308124.9062127938,8924.323011719043,442803.058122206,2911231.2338909972,348406.40157440794,0,0,2030903.2909780398,3841811.148412203,7828.288154296956,5010792.120648995,5359436.378904754,8507539.274427075,
534,526.2638845210062,6.643408974358975,21341.121760743918,20813.134415038963,224030.92271223487,62264.52775195434,278168.3941478831,1565064.9449228144,325443.3050792444,0,3010.066413085876,1237075.8394300733,1920851.3530993066,0,5273322.002824202,6618319.877377018,6956398.20772086,
535,261.14389673303674,1.8051388888888888,9770.294354492024,24863.713367187782,518960.58356882486,22166.110511718718,516045.97964471794,3115934.038459075,435376.87737444194,3248.9894824217854,7860.07689013667,3190652.028603981,2942872.7193850474,6438.929427246054,1.763539161018955E7,1.827275444833744E7,1.8346877175497577E7,
536,309.0205886168034,3.6570777777777774,15755.271737305055,24478.121715820267,470628.06950520846,44486.00833691383,537427.0188236613,3120411.029924475,324514.0681731777,6645.801914062636,2249.8274316407683,3281841.8077382785,2885470.9271633164,1777.4362529297887,8791625.25432478,9692925.384889884,9001103.257093381,
537,539.3120501482928,7.345590740740742,0,0,134479.78328720067,0,41174.048781251244,5900602.738506697,64045.88684570081,0,0,5405021.032000329,6493937.55568081,0,1.770613996079743E7,3.391813243933339E7,3.11376940031518E7,
538,585.2696819016641,10.279963888888888,29807.95174609744,34011.760428709655,207463.0017146612,130434.67876367042,336363.2905405576,1440220.6474570332,597379.4279017774,0,0,2662864.1886955174,5963328.354736119,0,6478398.5584063,8301344.981906432,1.4595866353242211E7,
539,673.5272046407064,9.493202564102564,20843.57633008133,16785.84701464641,455166.7131700151,15481.712640624635,116159.69490430377,2220339.771563266,662525.9040230537,0,3491.868080077376,2914119.947570306,5822813.77005877,0,1.4520169430694818E7,1.5981919820212303E7,2.4877143970192462E7,
540,258.6228049066332,7.304979166666668,3374.7589462895794,19446.99416796839,240166.69314955585,10291.357326660062,181037.95981305747,2124492.24936605,186539.2862343752,0,0,2398533.477574415,1413246.6870971036,0,6779293.020673683,9931799.34283148,6164213.369657747,
541,335.21871750513714,7.4207133333333335,23204.215201172374,14073.29096191305,213885.32509300925,40559.22380566512,206043.2900527358,1660689.5298662689,142676.45965327247,5331.4197363281355,8758.489212890549,2352863.633400283,1447935.5300379428,10307.00841015538,6633602.487538707,6733517.585467236,5631294.487652504,
542,266.63846639327676,7.121022727272726,5857.750851562119,6014.7396562497015,99499.08282402864,0,121018.59271386817,1695312.0327421883,89178.44316601653,0,0,2267360.0752133536,1340101.069973213,0,1.1938144810074387E7,1.0179457168264868E7,5965116.490550585,
543,180.06531832067634,2.977981111111111,44847.50087890675,37726.569772460876,628457.2014441955,60019.224858397654,640223.4443936015,3740568.5706063984,659927.1007816206,8823.362634765654,3225.0611679688586,3873640.182372581,4167126.2405438977,4197.100535156178,1.9872225046708867E7,2.1476119694864564E7,2.393314915988262E7,
544,829.946153876895,5.642302222222223,9665.609392578039,13246.82699999854,205413.1067183759,26936.952810546856,138689.84643652415,1637570.4236668453,149241.53413615795,10624.749128906275,22753.246210933074,2388723.3795225117,2009075.6009661553,54789.93101318289,9253395.12216926,1.2935009055749953E7,1.0214565674143938E7,
545,508.3755208811529,7.851397435897435,9008.06378857474,7414.857485352463,321621.4738852315,24743.81327343635,252477.29772005306,3509514.526832208,514982.424712982,0,5707.401052245723,3124174.62650671,4821854.1057345765,0,2.152337496594491E7,2.2930702336190358E7,3.2306487359694906E7,
546,765.9881187317864,7.525622222222221,0,0,126053.896939915,0,121957.03960937876,5514664.534631008,216064.92271875247,0,0,5663528.144004367,6378861.748033484,0,6467148.630572136,7296213.6151822945,3131635.8674583803,
547,200.1278978644477,0.4082497777777778,38314.15190185548,45729.67610493177,210759.11376469507,73838.11715014649,150943.75392628365,1521752.9420299667,271575.99181962904,2940.662682031255,5972.176606396466,1401159.6125664432,878746.72363192,14886.980291601561,4497363.0284832595,3735387.369919494,3525380.9817233253,
548,414.29989063727163,6.527884523809525,35214.96095312583,25470.304367186214,123627.19810267749,23741.01704980408,209693.54524274563,1202651.2518108261,281806.6170719839,2154.904668456904,7178.631808593576,1202905.8990379588,1544077.3003608685,0,4750185.560663107,4090565.2268526927,7250706.08985549,
549,585.2704515300342,4.834516666666667,19445.415316406037,12504.721944336761,172722.86708910257,42441.293398925125,219821.80770033784,1728632.5404903246,330808.1234521532,0,0,1417509.7393755596,1987770.920148918,0,6352892.2050313335,8162157.46741992,1.1010686284307599E7,
550,337.16636133518347,9.231186904761904,106740.7832382789,8945.66861132835,248076.58914247737,90553.12213964896,636257.7462429387,1553663.3703245842,814376.331040182,0,7400.715789062193,1607906.9394360231,4327322.809402416,11797.815390624233,3431539.7525148313,4332871.765981815,7814627.611169023,
551,370.2948673154101,6.694209722222222,5998.192114746109,4235.198808593829,189409.28432217456,10547.767388672448,185750.9421863871,2337815.2702483125,195337.33837313877,0,0,2432518.5991337216,2498271.3827959485,0,1.7289032418521214E7,1.8608967106762715E7,1.825511978708966E7,
552,292.6538500370124,7.585261538461538,15790.087011718271,8728.426420898182,204828.020272319,5893.4035151370135,184983.96341275837,2228405.623024365,49081.35903320174,0,0,2526796.5038913568,1382801.9496164315,2237.1509150394954,7302574.200959054,1.3416434126357898E7,8097684.389915156,
553,829.571284970884,5.652184444444444,10759.73012695384,38458.58689453259,219645.46430543438,26928.29259082098,67102.45430663765,917376.9925991489,151142.80468358911,5776.872705078034,27026.38342968667,1243520.1536562704,2374480.148564372,84209.35947070512,8772974.412550213,1.3313813911283625E7,1.2750316750095583E7,
554,437.37320734659835,7.910668055555555,28424.638211426864,79544.84284472707,97872.86684151406,26071.485957028588,150921.73290922696,1108599.381565107,260490.9285550577,0,0,1284186.4737239531,1785775.4436233307,0,1558966.5512567018,2502469.3020825773,3359626.2209018175,
555,380.25586566016784,6.866872619047619,44423.076200195224,10883.954179686785,309521.0037418165,49178.68624218847,289973.05602492753,3278348.1257462753,386739.26310100587,0,6999.353323242472,3360484.231795575,4161521.9725868744,12837.037224609672,1.5977418473514164E7,1.7592167823963515E7,1.3311838719951555E7,
556,400.16865471733945,4.417492307692307,42335.54150976521,32101.031995116347,142754.11783947502,25836.257459961707,164462.14556919743,1222100.330681914,263411.84184393764,1031.9805454101056,0,1350822.0951726236,1622200.384166658,0,6863882.9552082475,7863381.522480567,8485556.119953047,
557,246.15175012876506,5.729375641025642,28653.277466308078,11939.330687500373,281696.0273253349,15618.57052197358,299373.1535016716,2074661.166198655,311002.4431597878,0,0,2662571.4114428805,2027292.770726016,1310.0299335940451,1.0851892879005969E7,1.2309603621482134E7,1.1486137429873196E7,
558,312.11942780630926,3.935678888888889,26378.147400878785,12914.966848145228,178769.34597935068,19487.456157958517,141276.32010546426,1748467.9901815495,172262.00700706957,2102.509279540909,1063.6936303710527,1991417.0478415098,1676003.1702075873,1660.1630468749909,9817164.262000062,9385217.75691155,1.0051612317776784E7,
559,734.5678840159406,10.01994090909091,0,311459.58051560796,318080.51627250336,567927.8134687416,0,0,845752.4400526393,0,3822862.2881681523,45554.5048261687,114213.48404883088,2.2111366070902456E7,29494.431468750598,47832.6917812515,49642.14313280643,
560,746.6061588541667,9.258174999999998,0,15030.464582029275,320936.1801348528,61558.181453124365,0,2909.6449067381436,194997.59087499365,5408.282046875647,0,3848909.558838921,8684144.052940423,0,0,1.5361149518235508E7,1.6916867349991094E7,
561,317.0465469864941,3.8890458333333324,20319.550699218653,14607.80268408212,209875.4947780898,7642.118925293207,192793.54038988112,2299941.8963532466,101352.84754222506,0,0,2524526.7196302046,1970540.5189146223,0,8780656.505755961,9365557.726615688,8397545.41310976,
562,289.6302555455102,7.346376388888889,3928.607873046929,10957.303874999248,123436.8073147306,0,153209.1154641031,1723933.1392081482,74104.49276073913,0,0,2036818.508595988,1508731.984897321,2657.985068359174,3600993.4665119355,4817268.96492895,4089160.4357366078,
563,623.2879582911363,8.152451388888887,29673.26717382883,22388.813487307518,284841.00044606096,34415.40848486426,430570.70600595034,1810233.3114767806,269360.1936530988,0,0,1747988.5159107416,3068890.7477961034,0,3607418.9400652875,4107248.126037559,6932670.201135036,
564,979.9416938418434,6.205723333333334,8427.065085937109,9634.967138671775,152449.19286234933,49903.126265625164,77720.1198125003,3689717.1925758882,90473.48809765847,11176.310136718432,32459.71426953055,3233237.579527153,4251304.078492196,19721.45270995978,1.3638125526572954E7,1.8828804743946496E7,2.1645686621545423E7,
565,174.0523806480125,1.339083,13549.851979492403,18348.05526777364,34410.8488411468,28270.461376855288,251213.34032338113,1488760.0515282014,330491.4004619603,1795.1568727050048,995.1443428711482,1642116.0365675776,2065850.1182203868,2357.4415266601004,5076404.086740197,6369490.684526174,7751550.5382798975,
566,752.5569843716092,9.636372222222223,0,875312.6749531451,617974.1017782683,3668677.6259375303,0,0,385004.885963158,0,447331.13285939005,6902.258798828778,36481.801298830294,267152.9685308769,0,0,31214.413728517127,
567,512.333997587296,6.118051388888889,8015.894540039082,3001.746375000086,282703.5756618316,11186.261671875247,246595.43844531366,2243537.0343742566,312402.7407553921,0,0,2100659.9604821373,2970681.1612643315,0,1.2257265653365685E7,1.4522430248146508E7,1.3494400233038643E7,
568,752.5586702982586,8.615365277777778,0,104318.62601855933,185816.5803828145,104346.10582422401,4814.337794922411,0,1878167.9977274956,2472.7810693361193,15475.622371094676,19627.264060548216,12626.669408203255,58331.11011328167,0,15609.78475976548,13922.59980468818,
569,752.5583595002004,8.852714102564104,0,32342.217518562185,957561.3177647025,283153.4972109338,2529.90318359303,2380.2162978514707,1204860.7419905139,2472.7810693361193,15484.996093751986,3989.747056640621,29367.73505566443,50658.105624999866,6634.066277344051,0,15833.318463866828,
570,467.34757015304353,6.527407692307692,12592.13498388649,12680.673334960178,123300.1373169639,23075.06704296893,230617.39649163026,843796.9121800576,227817.47104371068,0,0,749940.7320048475,983178.5873545441,2188.8870996092223,3066024.429661446,2400077.47891221,4438112.436972311,
571,512.334132583053,7.0279125,14807.616968749773,8756.34887695363,142738.47111755697,24276.792503907014,133575.76592541346,1400853.5006768922,167512.50878124655,0,0,1418467.875421506,1980242.8724151824,0,9276836.844964638,1.0226525748087462E7,1.1897954759222068E7,
572,838.6277356974284,9.986638333333334,0,46385.16637500633,83877.54980878235,1669300.4889752625,0,0,538088.4437607932,0,29818.349835938854,1973427.344720965,1.2359585588005973E7,64813.20033985463,0,988361.4337499598,1813423.1972188258,
573,374.3027925484346,9.016505128205127,93614.03762890467,18455.219177736446,125679.15944400978,42289.682861328234,67276.72836523195,1591729.1277946506,156370.79246875254,33160.37381152289,0,1865549.4398376183,1937579.2136977399,0,1.1160248279655106E7,8803672.08063696,1.1056357787827473E7,
574,568.4265386187842,10.477797435897436,85805.72421337536,11262.312681642474,118876.6920472496,7543.219570313617,460405.1073121176,1705316.9071543948,269396.1630922741,6529.045110841408,0,1384603.515526579,2004488.1133841285,0,3228999.1192552294,3272986.21620014,3737276.877818663,
575,209.1169531551408,6.645527777777777,33746.34487890822,23766.352527344472,172762.24578496654,34540.22624121178,153432.73628385263,1155955.595831295,136596.56872972826,1484.1929487304117,2331.8720551757665,975992.6118716521,1360507.4464821229,3869.7432812502434,4411714.13576786,5490713.420534557,6442045.730241092,
576,737.730798678928,5.631671111111111,11402.358513672436,50225.939996095294,289696.9403097127,49749.47152343861,95729.65801952564,1800089.1473515565,429194.4224175968,3643.00364648459,33700.928304198824,1104743.3200736498,3300654.7901357906,29901.31833349805,9662577.747039616,1.5670404992624007E7,1.1952507025204565E7,
577,720.5890628673412,9.912068518518518,4523.227996092839,33881.61615624934,195254.39652009288,40070.38960547243,0,0,1703484.1459192615,0,0,623945.7247741878,1058385.0524315566,0,0,274094.70164843835,499075.4146875191,
578,614.3394726117452,8.155973611111113,17122.269582030836,7722.957906250504,252945.20746838217,6847.2380698244415,209607.94076692447,1998045.5829691603,261768.30088281762,0,0,1989654.146447755,2351612.5741089797,0,2921137.0434244717,1003585.2867068478,3630601.0648498917,
579,313.1536407470703,4.227376666666667,21683.822014159454,9749.687896484284,69289.40119363977,7047.273627929,105840.26210119056,1013778.201693465,110766.68289266995,1227.7313457029309,1798.023922851488,916754.6968428162,835000.4851679644,1070.382818847615,5022141.144665888,4804171.59957518,3268814.5163378594,
580,162.05822602453685,0.6165921428571428,25726.23800004882,27274.097233837787,158999.20990853774,30824.76233745128,145515.15229001114,1470303.9159999457,222502.19314497104,937.673783984359,0,1227791.5303254283,692035.6495451625,1716.9597944824047,7247837.679114397,6547355.515220017,5320324.846907274,
581,310.1607637323885,8.152348717948716,24064.89514843682,27332.563710938786,285819.98263468145,21133.222001954615,492701.6345037211,1806342.766655168,575286.5896199913,0,0,2529917.930741475,3789071.0091896914,6707.141857421642,8158698.08948361,9921097.57717719,6085326.782096633,
582,399.76911006079774,12.908568333333331,0,1321604.454109377,280037.1982049839,3882067.116046901,0,0,477354.0814869817,0,2.085569484111016E7,32712.002308593408,174539.35457227126,3.0298788958833225E7,0,62683.22148047129,87626.25970312208,
583,265.15070927418816,6.534690277777778,13424.793787598004,9552.074847657614,102618.03278496937,2434.7979726563,165456.3355419942,832239.0277615311,100646.3443437495,0,0,929573.7883301842,508955.863957596,0,3629637.3886264726,2382237.6195814833,2369807.526795772,
584,282.27831129512083,9.206264444444447,105216.02148047298,104468.62064941465,188240.78647581523,136918.42920386928,398295.2462704609,1243593.2565413115,526470.603650852,9448.346026366738,10564.323058591894,1747417.5103534167,3461476.9341949387,36705.785752927695,3825949.541908237,7705744.8548928825,1.3535171766798437E7,
585,304.21090240478514,4.223282222222222,13441.16411084017,12747.392239501609,141656.75530878015,52255.208222167894,136977.70351227972,883755.3625334895,115556.14295610409,3885.808255126536,7859.479596191307,685326.797633551,836283.8571363394,4020.75270800782,3765869.942794059,3861322.94634192,3724782.8611580897,
586,154.04745253739534,0.4521246666666666,1424.4078925781375,0,129776.58714207602,0,158951.33444316406,1614051.5626160349,21880.992644091835,0,0,1849681.249862402,952330.4289792415,0,9247898.558681697,9593860.944342595,7617482.350725593,
587,368.27928552509826,6.409481944444445,3612.596760253703,9683.264679686929,159487.01324088557,8940.370227050858,151079.51230413155,1525111.7667457163,123269.71240736423,0,0,1403476.9195051987,1406632.7749707988,0,7984984.987367575,8926386.269813754,6656560.754722606,
588,548.3705302014763,7.891937499999998,19426.140551757948,5091.681430664134,159577.9276186777,22045.146277343592,225076.22068973328,2019899.2445569178,390399.64315829234,0,0,2319570.8687449703,3817158.3538485956,0,1.2088956126680471E7,1.7058404738510914E7,1.6375135336592147E7,
589,197.12815812126036,3.0928233333333335,15522.778676757418,11294.496630860076,269540.21465253044,9607.77329003864,253419.80733798412,2339618.4198844847,285023.0939856782,9996.332983886648,2153.8991269532276,2323362.989101934,2222638.983222471,6975.857943847755,1.2885949757679125E7,1.3582045885663887E7,1.3982930075782739E7,
590,431.3518773841858,11.072575555555556,64393.0303066407,37598.81987695457,224725.54632811798,91735.3675918,40750.8493710939,512894.5980608219,346629.6704516354,4128.065580443414,4296.2857409658545,1296952.576693648,2826561.9888807843,11496.150314453464,2487571.836145647,3635609.451553761,4285910.474013237,
591,393.3296700936777,9.568462962962965,0,17117.701798829294,61880.27862091278,65558.04730078805,0,0,3115991.3768244097,0,0,48347.52448339702,171512.0267046106,4737.938894533461,0,21287.78601562625,14787.509317383667,
592,466.3286004054694,8.3081625,18612.3814374995,18025.569336914454,84480.55344121122,5807.8220986332835,225694.67362778663,1557334.2917555806,321864.70323342615,0,0,1704207.8480982091,3501248.767489993,0,5828681.322953004,8093917.509663006,1.3475720563293831E7,
593,352.3207757808544,9.01532888888889,116095.12910351866,75112.52648925992,223158.28475465116,109521.07898827406,33212.61623437406,1282468.4849040245,336123.8678162181,45927.17414452958,5884.742179687912,1592803.6997955781,1968543.651687877,5143.974468750752,1.0008011773329038E7,9841579.049260484,1.4841075115274101E7,
594,190.08598613995193,5.226091666666667,34486.1284990241,12687.819596680163,150725.82464080933,18310.653196289742,155872.53090569164,1346348.9605388728,149219.84957794042,1711.5585820313077,0,1267862.2968390966,1384344.6423701658,1412.9616054685266,6113761.613454202,7226800.221779736,7512258.731010446,
595,816.5848298136393,9.62011,0,61371.0052031292,127703.19607496128,25185.63951562179,0,0,245975.0002710142,0,3547470.2891748524,183974.6073610438,114844.85230272598,675261.5010669789,0,48865.14125976877,35228.84584374712,
596,612.425491115025,0.7692948809523809,20686.40323691392,23995.855780712787,181104.40940001913,36438.06386391603,80435.13781425833,496149.11528470967,115938.13573755565,0,1456.113777343719,1289984.8402982894,906883.1246126668,1452.5541259765691,5214947.854196353,5600015.353510116,5090312.274626484,
597,276.1433923791956,0.5299830000000001,3204.732526562473,5870.991035058644,85678.83124408462,6557.574015966844,90539.81785353398,2561522.0647951295,172244.75239335906,1324.0209622558368,1246.98614033201,2725661.5673550577,2220973.2771710563,1192.3594338867215,9968059.708451793,9816356.680133183,9156594.248479465,
598,342.1559790267425,0.913107857142857,12037.127257861288,11326.613270410266,181166.2406655135,8253.822434081983,58714.10185390563,1365429.965275819,138658.76047402358,0,991.8362184570381,1444462.494602734,1231491.0154656996,1246.957081640621,8289142.874901322,9170665.530938128,7848142.246167281,
599,720.5873353746202,9.664557407407408,0,22270.29629883414,142767.2465158098,133620.63294531917,0,0,295962.0574296874,0,0,791997.3421250093,1032820.815296811,7257.026562499201,0,535389.2340000013,377339.8321874971,
600,799.6680025077161,9.915609259259261,0,11639.167250000315,60208.63248661156,22255.62404101221,0,0,455945.28065774014,0,0,367937.02284376416,2341706.146712819,8265.833212890735,0,2513617.0456249593,3335143.6669375626,
601,226.95129416232638,0.2616305555555556,7.962118261035949E7,1.1028632611294992E8,1.846973066281562E8,8.335734664698869E7,1.8121656566162497E8,1.5001387752594727E8,1.9892075745124632E8,3.621275110113124E7,4.257863952434059E7,2.0131158870659572E8,2.4531470991310966E8,3.518217390779336E7,1.0426425535518233E8,1.615804530447E8,1.951772980139193E8,
602,832.5815136687925,12.797292424242425,0,5109939.529668183,790793.1124061951,5515112.4892268665,0,0,1252772.3547120886,0,4.042115687706472E7,255166.9981211049,405771.4836093703,4.863239161831661E7,496305.0096562493,2294043.7018965664,2543843.422687904,
603,877.7236594790504,11.377300000000002,609.5644780274811,841.039457153141,815.07529931659,1396138.787144332,1334.914087280222,1482.7001895141316,644426.5839060581,521.2070233153813,0,6472.905429442537,1301340.2046365305,16952.675322264993,4536.6383454589595,16521.896718751323,4534.021500000759,
604,814.6871547880627,9.32273214285714,154441.33087501267,6214.484765625743,17942.92074218949,8626511.869247021,45341.43284961127,32112.11497265308,1789894.6753549157,154035.7863437793,0,66632.69470703643,1730063.0592684175,773051.7720000637,85068.55508203474,929274.2598750142,1884351.4846562431,
605,136.0479422024318,0.2894963333333333,2086286.7169242213,2318047.027374805,4472233.110046874,1504549.0560796147,2523733.450010416,6358991.463456586,5127496.483990628,2501255.9151257826,624244.3037417474,7417839.946129871,9889959.930905802,2166382.4845910138,6.660392886132081E7,5.756797333706071E7,5.248043321902292E7,
606,835.666276825876,12.80445606060606,240886.66161327725,0,56901.253548831526,1284681.3045100085,0,0,323692.4727031139,223292.8404375075,0,175411.15756250382,1035099.5409274531,2450936.1986975675,595.9358227538921,4851133.502256001,5739560.610595363,
607,814.6871697150335,9.955574444444443,147510.09025000132,5213.25953222639,12849.791062498585,1746854.7721823144,64142.43084765667,35670.42632324218,2532127.276929687,109702.9481797132,3536.4539179691137,49320.82074804722,285712.251453133,622324.8071405686,11867.085228517511,327305.5818906334,1965144.1863750154,
608,787.6668663367412,8.547623611111113,109908.6007226557,0,0,587889.1022860956,28445.405558594153,2950.539791991683,41887.33281250262,134194.25640884426,0,31674.608437502407,173783.32424998767,4103189.7263920833,3647.306649902318,82172.24362695125,410772.8736132776,
609,219.02642729628744,0.2879287777777778,681017.6407015626,786080.845010157,2197542.5638546874,642210.6967602682,2722211.7788023422,2806897.0680980664,4334089.133974998,345763.9867644533,202233.35416533196,5011900.523995645,1.2067262277133895E7,338008.2540099609,7165212.027070237,9827351.002169939,1.7916812637647577E7,
610,609.339281935919,8.969393333333333,1050084.9709062828,217774.84548439836,224305.81470310054,2225168.907408832,3250738.330103411,3654004.215695664,1843824.1773787176,1.7154829912186377E7,228091.76891089158,3292121.0227135294,3999723.4256953164,262512.9455675198,6042219.720422274,2327778.3396283216,2649210.7639851184,
611,850.6670960005504,9.957865000000002,25409.568902343264,0,0,788902.7452074019,122087.14276855835,52215.511322265535,344268.21043973067,4356.867677734022,0,0,56784.05053720437,7195.736132811382,48252.78351171714,0,40087.27662499078,
612,768.5883407186043,10.027954166666667,3394.5776757818066,36689.37035155801,19039.22074023662,139874.68745052983,0,3797.23905468762,294355.2542382804,0,1640547.6474375366,572369.4129765709,2822197.18218637,3707343.984312626,0,593334.7221249909,645494.4149218893,
613,445.1196530417791,9.042514444444445,129829.71337890741,76792.54141796858,126030.08386914236,131886.03996576954,89023.40118749828,310687.3424953521,249149.89985918743,103183.53288770208,39346.439218749016,189900.06576599757,973679.6671815494,88453.63902344106,1366303.9989008608,1783106.346856392,4134111.4310940276,
614,701.5583830333891,10.210513888888888,0,72658.76836913837,114332.71542186536,663680.9598937873,0,6932.461535155242,2314426.8218017127,0,10369.831050782232,5984864.618414096,1.499106518884863E7,14791.158800780366,3.3656398732955955E7,7.302382425314967E7,1.474627282151774E8,
615,622.4069239904011,8.573939285714287,45952.04492578018,106170.06033593326,101158.49447265542,590656.083761159,53229.167964846325,8581.276333984571,82600.01775976531,0,71656.64721289043,20389.956910157074,73565.67024903264,77798.95333203214,262798.079203127,613883.9264884557,1285547.5841836054,
616,742.5696165635851,10.068593333333332,36813.59622656737,129714.86741405932,115751.82759766252,87994.76004650052,45604.39281249707,30563.483437503943,516590.02815662837,22146.961601562394,227382.72343748083,518007.583332024,1961732.4559045848,122737.9962500019,61654.12262305079,176823.0770859387,205347.4999453039,
617,546.3546830075205,7.586097777777778,206329.28934765124,168947.855792971,1014582.5725546721,225407.36349219008,2437429.2139300467,2.1262036032148376E7,3179678.950270817,15507.091718748768,20178.8958691417,2.214363982849976E7,3.0980037604780857E7,52251.56002929492,9.41859323330844E7,1.7315983711366817E8,2.457840092560202E8,
618,703.5741824573796,9.631057777777778,57222.48696092816,173699.55549997243,752984.5527500064,264009.93710157555,3573507.55338781,1.1579380710657788E7,673258.1166249587,5350.040050781021,339074.7983437542,1683364.7567502346,9666795.177750561,222480.30482029845,3.86685679570007E7,1.8223114285001248E7,6.73956063504995E7,
619,391.28381935240736,10.264081111111109,157391.60703174403,36366.380019533615,747967.1136977557,172330.8486093852,565700.3423798475,1876688.4036309402,1035442.7413790786,23553.333601077622,4168.582714842907,2994063.051464312,7881256.5104048215,16462.22060742281,1.0295514881198818E7,9578756.124331843,1.3181291612379992E7,
620,905.755374484592,11.396306410256413,78917.59847265432,484.42740710447356,0,610.4326850587313,1244794.751094109,476976.43814936077,4458.779988281246,2700.696657470675,811.9316865234061,544.3318172608022,14145.93684375022,0,100762.51413085617,3385.3669521483775,330382.3851210962,
621,604.3841352674696,10.257485555555554,475498.94657814386,66980.73087500726,150603.1197734382,125124.68219531192,1267157.4274814015,201584.40646874893,2614944.4316101256,154020.86584377167,25409.429671874856,2208292.309401782,856914.5025781578,17742.662334472254,234940.96107027846,354059.1578593603,193160.84105470724,
622,801.6836591932508,9.095174444444444,267695.0951640555,3515.5482817383763,6506.1812636710465,74142.84329686155,1928208.6739285926,2413957.5663305474,663503.2999843805,105100.0706953142,3832.8276953118093,9008.757003905568,824128.5592813408,7026.8867500010265,189409.23666405655,57765.57479687253,1853837.8149375203,
623,380.2089604453435,9.642158333333334,76133.71099169803,6854.679263673546,186711.75528321016,16774.150898438675,420400.33932197414,721683.4816050846,531727.0734334082,0,0,1305621.6666039855,3914358.731451611,0,1998896.1985301292,3110051.1588229174,5971175.137922934,
624,287.6317813528976,7.345035897435897,70312.20076171999,4985.754804687539,390343.62451561564,26338.07561767494,244398.4113134338,3229727.938660155,316498.95888964133,0,0,3790570.8820420033,3103366.1122180065,4000.0112314450807,1.0001364261163965E7,1.2024868025125416E7,1.1145665225908859E7,
625,862.6241585588281,10.398485714285714,55902.56757177565,30254.035669924564,84713.64126562292,27824.762879879927,187124.0245342328,796694.1964914498,399282.2586930775,1120.3004553222224,3085.8237622076886,1035557.4726244299,2775491.7909855074,0,3645942.335896917,4539034.752824584,5248092.180952334,
