G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"545.0","main.cluster index_upperinput":"545.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	377.3551	377.3551	0	N/A	34362090.0	3	545	5	3	349.1984	1	349.1984	34362090.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"546.0","main.cluster index_upperinput":"546.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=60&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	371.8155	371.8155	0	N/A	59016630.0	3	546	60	3	1259.3477	1	1259.3477	59016630.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"547.0","main.cluster index_upperinput":"547.0"}	This Node is a Singleton	N/A	N/A	292.1393	292.1393	0	N/A	11267953.0	3	547	-1	3	2378.2249	3	793.4083	11267953.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"548.0","main.cluster index_upperinput":"548.0"}	This Node is a Singleton	N/A	N/A	16.1920	16.1920	0	N/A	13995644.0	3	548	-1	3	189.1594	1	189.1594	13995644.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"549.0","main.cluster index_upperinput":"549.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=25&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	454.4361	454.4361	0	N/A	53582820.0	3	549	25	3	366.3362	1	366.3362	53582820.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"550.0","main.cluster index_upperinput":"550.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	535.7814	535.7814	0	N/A	12914233.0	3	550	5	3	429.2607	1	429.2607	12914233.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"551.0","main.cluster index_upperinput":"551.0"}	This Node is a Singleton	N/A	N/A	32.6337	32.6337	0	N/A	27288405.0	3	551	-1	3	276.1433	1	276.1433	27288405.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"552.0","main.cluster index_upperinput":"552.0"}	This Node is a Singleton	N/A	N/A	396.7339	396.7339	0	N/A	6202212.0	3	552	-1	3	593.3330	1	593.3330	6202212.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"553.0","main.cluster index_upperinput":"553.0"}	This Node is a Singleton	N/A	N/A	640.9693	640.9693	0	N/A	7533485.0	3	553	-1	3	628.4718	1	628.4718	7533485.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"554.0","main.cluster index_upperinput":"554.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	0.982891	529.8016	529.8016	0	CCMSLIB00003139428	21536581.0	3	554	7	3	552.4010	1	552.4010	21536581.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"555.0","main.cluster index_upperinput":"555.0"}	This Node is a Singleton	N/A	N/A	178.5277	178.5277	0	N/A	60503000.0	3	555	-1	3	180.0653	1	180.0653	60503000.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"556.0","main.cluster index_upperinput":"556.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=82&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	43.9936	43.9936	0	N/A	12137309.0	3	556	82	3	149.0595	1	149.0595	12137309.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"557.0","main.cluster index_upperinput":"557.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	67.9652	67.9652	0	N/A	144224628.0	3	557	27	3	232.1541	1	232.1541	144224628.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"558.0","main.cluster index_upperinput":"558.0"}	This Node is a Singleton	N/A	N/A	398.0101	398.0101	0	N/A	16353537.0	3	558	-1	3	209.1171	1	209.1171	16353537.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"559.0","main.cluster index_upperinput":"559.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	230.3131	230.3131	0	N/A	17339316.0	3	559	34	3	388.2539	1	388.2539	17339316.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"560.0","main.cluster index_upperinput":"560.0"}	This Node is a Singleton	N/A	N/A	96.6811	96.6811	0	N/A	3608133.0	3	560	-1	3	634.4100	1	634.4100	3608133.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"561.0","main.cluster index_upperinput":"561.0"}	This Node is a Singleton	N/A	N/A	19.5625	19.5625	0	N/A	24000142.0	3	561	-1	3	227.1249	1	227.1249	24000142.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"562.0","main.cluster index_upperinput":"562.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	23.7177	23.7177	0	N/A	25780594.0	3	562	16	3	460.9677	1	460.9677	25780594.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"563.0","main.cluster index_upperinput":"563.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	509.3742	509.3742	0	N/A	16803407.0	3	563	7	3	538.3857	1	538.3857	16803407.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"564.0","main.cluster index_upperinput":"564.0"}	This Node is a Singleton	N/A	N/A	427.4266	427.4266	0	N/A	17047888.0	3	564	-1	3	550.2874	2	275.6437	17047888.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"565.0","main.cluster index_upperinput":"565.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	383.8735	383.8735	0	N/A	22333701.0	3	565	27	3	356.2795	1	356.2795	22333701.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"566.0","main.cluster index_upperinput":"566.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=123&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	86.7413	86.7413	0	N/A	16722003.0	3	566	123	3	328.1385	1	328.1385	16722003.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"567.0","main.cluster index_upperinput":"567.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	Spectral Match to Lyso-PAF C-18 from NIST14	0.987828	499.2528	499.2528	0	CCMSLIB00003136342	26285909.0	3	567	7	3	510.3910	1	510.3910	26285909.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"568.0","main.cluster index_upperinput":"568.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=25&task=fdaa55d8a7254a1596017d472f455398&show=true	glycoursodeoxycholic acid	0.878869	358.2969	358.2969	0	CCMSLIB00005435537	10893498.0	3	568	25	3	414.2998	1	414.2998	10893498.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"569.0","main.cluster index_upperinput":"569.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	454.7677	454.7677	0	N/A	4915050.0	3	569	7	3	1574.9704	2	787.9852	4915050.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"570.0","main.cluster index_upperinput":"570.0"}	This Node is a Singleton	N/A	N/A	44.8109	44.8109	0	N/A	14369996.28125	3	570	-1	3	103.0540	1	103.0540	14369996.28125
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"571.0","main.cluster index_upperinput":"571.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=88&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	337.7504	337.7504	0	N/A	65935660.0	3	571	88	3	2211.1917	3	737.7306	65935660.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"572.0","main.cluster index_upperinput":"572.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=52&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	96.9087	96.9087	0	N/A	7453238.0	3	572	52	3	447.1334	1	447.1334	7453238.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"573.0","main.cluster index_upperinput":"573.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=158&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	35.0207	35.0207	0	N/A	21491401.0	3	573	158	3	262.1643	1	262.1643	21491401.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"574.0","main.cluster index_upperinput":"574.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	27.6778	27.6778	0	N/A	32331558.0	3	574	5	3	284.0029	1	284.0029	32331558.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"575.0","main.cluster index_upperinput":"575.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	541.0304	541.0304	0	N/A	37111060.0	3	575	5	3	374.3027	1	374.3027	37111060.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"576.0","main.cluster index_upperinput":"576.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=fdaa55d8a7254a1596017d472f455398&show=true	TOP 8 Psoriasis feature - Unknown FeatureID=4262	0.920228	460.4423	460.4423	0	CCMSLIB00004684235	28786650.0	3	576	8	3	438.2975	1	438.2975	28786650.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"577.0","main.cluster index_upperinput":"577.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=19&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	369.9040	369.9040	0	N/A	17713323.0	3	577	19	3	2217.3646	2	1109.1823	17713323.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"578.0","main.cluster index_upperinput":"578.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	541.3348	541.3348	0	N/A	46537680.0	3	578	14	3	352.3208	1	352.3208	46537680.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"579.0","main.cluster index_upperinput":"579.0"}	This Node is a Singleton	N/A	N/A	366.9522	366.9522	0	N/A	11392396.0	3	579	-1	3	534.3159	1	534.3159	11392396.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"580.0","main.cluster index_upperinput":"580.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	462.8925	462.8925	0	N/A	27355091.0	3	580	70	3	1609.0209	2	805.0104	27355091.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"581.0","main.cluster index_upperinput":"581.0"}	This Node is a Singleton	N/A	N/A	305.4319	305.4319	0	N/A	18046446.0	3	581	-1	3	464.1911	1	464.1911	18046446.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"582.0","main.cluster index_upperinput":"582.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	683.0761	683.0761	0	N/A	8927229.0	3	582	5	3	561.4483	1	561.4483	8927229.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"583.0","main.cluster index_upperinput":"583.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	413.4386	413.4386	0	N/A	21342992.0	3	583	5	3	316.3204	1	316.3204	21342992.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"584.0","main.cluster index_upperinput":"584.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	337.3154	337.3154	0	N/A	11483269.0	3	584	28	3	389.1623	1	389.1623	11483269.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"585.0","main.cluster index_upperinput":"585.0"}	This Node is a Singleton	N/A	N/A	442.3799	442.3799	0	N/A	15241320.0	3	585	-1	3	1115.5901	2	558.2950	15241320.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"586.0","main.cluster index_upperinput":"586.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	231.0264	231.0264	0	N/A	17653359.0	3	586	32	3	340.2593	1	340.2593	17653359.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"587.0","main.cluster index_upperinput":"587.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	314.0153	314.0153	0	N/A	17890690.0	3	587	5	3	190.0860	1	190.0860	17890690.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"588.0","main.cluster index_upperinput":"588.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	380.4968	380.4968	0	N/A	7202248.0	3	588	4	3	456.3316	1	456.3316	7202248.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"589.0","main.cluster index_upperinput":"589.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	442.2496	442.2496	0	N/A	103994002.0	3	589	7	3	1063.6687	1	1063.6687	103994002.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"590.0","main.cluster index_upperinput":"590.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=77&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	265.0168	265.0168	0	N/A	26422093.0	3	590	77	3	400.1686	1	400.1686	26422093.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"591.0","main.cluster index_upperinput":"591.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=39&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	408.0500	408.0500	0	N/A	5886110.0	3	591	39	3	571.2799	1	571.2799	5886110.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"592.0","main.cluster index_upperinput":"592.0"}	This Node is a Singleton	N/A	N/A	719.0040	719.0040	0	N/A	2226640.5625	3	592	-1	3	641.5108	1	641.5108	2226640.5625
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"593.0","main.cluster index_upperinput":"593.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	421.2683	421.2683	0	N/A	6260205.0	3	593	3	3	534.3156	1	534.3156	6260205.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"594.0","main.cluster index_upperinput":"594.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	439.6119	439.6119	0	N/A	14465772.0	3	594	7	3	997.6230	1	997.6230	14465772.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"595.0","main.cluster index_upperinput":"595.0"}	This Node is a Singleton	N/A	N/A	678.1534	678.1534	0	N/A	3712168.0	3	595	-1	3	881.7348	1	881.7348	3712168.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"596.0","main.cluster index_upperinput":"596.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	463.3066	463.3066	0	N/A	15433168.0	3	596	63	3	601.3339	2	301.1669	15433168.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"597.0","main.cluster index_upperinput":"597.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	457.3148	457.3148	0	N/A	8915283.0	3	597	7	3	540.3652	1	540.3652	8915283.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"598.0","main.cluster index_upperinput":"598.0"}	This Node is a Singleton	N/A	N/A	262.4487	262.4487	0	N/A	4108619.5	3	598	-1	3	1986.5125	3	662.8375	4108619.5
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"599.0","main.cluster index_upperinput":"599.0"}	This Node is a Singleton	N/A	N/A	391.3259	391.3259	0	N/A	5773659.0	3	599	-1	3	529.3013	2	265.1507	5773659.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"600.0","main.cluster index_upperinput":"600.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	502.2493	502.2493	0	N/A	35073040.0	3	600	58	3	502.3732	1	502.3732	35073040.0
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=fdaa55d8a7254a1596017d472f455398&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"601.0","main.cluster index_upperinput":"601.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=fdaa55d8a7254a1596017d472f455398&show=true	N/A	N/A	217.9767	217.9767	0	N/A	12923086.0	3	601	27	3	280.1536	1	280.1536	12923086.0
