#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Precursor_MZ	Validation	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
175	M+H	21482122	1	Pentapropylene glycol	309.227		Isolated	NIST	0	spectra/specs_ms.mgf175	InChI=1S/C15H32O6/c1-11(17)7-18-13(3)9-20-15(5)10-21-14(4)8-19-12(2)6-16/h11-17H,6-10H2,1-5H3	N/A	Q-TOF	Positive	ESI	309.227	lib-00000.mgf	Bronze	3	0.90807	3.55283	0.00109863	1	NIST17	NIST	309.227	N/A	0	4	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O	1	309.226	spectra/specs_ms.mgf	CCMSLIB00003231090	97960	UPDATE-SINGLE-ANNOTATED-BRONZE	 
3	M+H	122112	1	Sulfadimethoxine	311.081		Isolated	NIST	0	spectra/specs_ms.mgf3	InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)	N/A	Q-TOF	Positive	ESI	311.081	lib-00000.mgf	Bronze	3	0.97796	3.53166	0.00109863	1	NIST17	NIST	311.081	N/A	0	11	COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC	1	311.08	spectra/specs_ms.mgf	CCMSLIB00003199179	3.12E+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
823	M+H	3422397	1	.alpha.-L-Glu-L-Tyr	311.124	YES	Isolated	NIST	0	spectra/specs_ms.mgf823	InChI=1S/C14H18N2O6/c15-10(5-6-12(18)19)13(20)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,20)(H,18,19)(H,21,22)/t10-,11-/m0/s1	N/A	HCD	Positive	ESI	311.124	lib-00000.mgf	Bronze	3	0.835079	3.53118	0.00109863	1	NIST17	NIST	311.124	N/A	0	7	C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)O)N)O	1	311.123	spectra/specs_ms.mgf	CCMSLIB00003728686	338360	UPDATE-SINGLE-ANNOTATED-BRONZE	 
558	M+Na	519095	1	Benzoylecgonine	312.121	YES	Isolated	NIST	0	spectra/specs_ms.mgf558	InChI=1S/C16H19NO4/c1-17-11-7-8-12(17)14(15(18)19)13(9-11)21-16(20)10-5-3-2-4-6-10/h2-6,11-14H,7-9H2,1H3,(H,18,19)/t11-,12-,13+,14-/m1/s1	N/A	HCD	Positive	ESI	312.121	lib-00000.mgf	Bronze	3	0.92882	3.911	0.0012207	1	NIST17	NIST	312.121	N/A	0	7	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O	1	312.119	spectra/specs_ms.mgf	CCMSLIB00003441394	651100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
579	M+H	2577404	1	Phe-Phe	313.155		Isolated	NIST	0	spectra/specs_ms.mgf579	InChI=1S/C18H20N2O3/c19-15(11-13-7-3-1-4-8-13)17(21)20-16(18(22)23)12-14-9-5-2-6-10-14/h1-10,15-16H,11-12,19H2,(H,20,21)(H,22,23)/t15-,16-/m0/s1	N/A	HCD	Positive	ESI	313.155	lib-00000.mgf	Bronze	3	0.973362	3.50828	0.00109863	1	NIST17	NIST	313.155	N/A	0	5	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N	1	313.154	spectra/specs_ms.mgf	CCMSLIB00003736394	1.12E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
299	M+H	3992458	1	Decanoyl-L-carnitine	316.248		Isolated	NIST	0	spectra/specs_ms.mgf299	InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1	N/A	HCD	Positive	ESI	316.248	lib-00000.mgf	Bronze	3	0.976994	1.92998	0.000610352	1	NIST17	NIST	316.248	N/A	0	8	CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	316.248	spectra/specs_ms.mgf	CCMSLIB00003423586	563200	UPDATE-SINGLE-ANNOTATED-BRONZE	 
770	M+H	59729338	1	Citalopram	325.171	YES	Isolated	NIST	0	spectra/specs_ms.mgf770	InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3	N/A	HCD	Positive	ESI	325.171	lib-00000.mgf	Bronze	3	0.944653	2.15857	0.000701904	1	NIST17	NIST	325.171	N/A	0	10	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F	1	325.17	spectra/specs_ms.mgf	CCMSLIB00003298578	286300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
996	M+H	111580	1	N-Oleoylethanolamine	326.305		Isolated	NIST	0	spectra/specs_ms.mgf996	InChI=1S/C20H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h9-10,22H,2-8,11-19H2,1H3,(H,21,23)/b10-9-	N/A	HCD	Positive	ESI	326.305	lib-00000.mgf	Bronze	3	0.786031	2.15107	0.000701904	1	NIST17	NIST	326.305	N/A	0	8	CCCCCCCCC=CCCCCCCCC(=O)NCCO	1	326.305	spectra/specs_ms.mgf	CCMSLIB00003483739	117900	UPDATE-SINGLE-ANNOTATED-BRONZE	 
507	M+H	16110104	1	p-Acetamidophenyl .beta.-D-glucuronide	328.103		Isolated	NIST	0	spectra/specs_ms.mgf507	InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)/t9-,10-,11+,12-,14+/m0/s1	N/A	HCD	Positive	ESI	328.103	lib-00000.mgf	Bronze	3	0.939158	1.76723	0.000579834	1	NIST17	NIST	328.103	N/A	0	7	CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O	1	328.102	spectra/specs_ms.mgf	CCMSLIB00003377422	2.30E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
835	M+H	0	1	Trp-Glu	334.14		Isolated	NIST	0	spectra/specs_ms.mgf835	InChI=1S/C16H19N3O5/c17-11(7-9-8-18-12-4-2-1-3-10(9)12)15(22)19-13(16(23)24)5-6-14(20)21/h1-4,8,11,13,18H,5-7,17H2,(H,19,22)(H,20,21)(H,23,24)/t11-,13-/m0/s1	N/A	Q-TOF	Positive	ESI	334.14	lib-00000.mgf	Bronze	3	0.970297	2.10063	0.000701904	1	NIST17	NIST	334.14	N/A	0	11	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCC(=O)O)C(=O)O)N	1	334.139	spectra/specs_ms.mgf	CCMSLIB00003214189	431490	UPDATE-SINGLE-ANNOTATED-BRONZE	 
115	M+H	112845	1	Erucamide	338.342	YES	Isolated	NIST	0	spectra/specs_ms.mgf115	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	N/A	HCD	Positive	ESI	338.342	lib-00000.mgf	Bronze	3	0.836169	2.34514	0.000793457	1	NIST17	NIST	338.342	N/A	0	10	CCCCCCCCC=CCCCCCCCCCCCC(=O)N	1	338.341	spectra/specs_ms.mgf	CCMSLIB00003270772	3.47E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
800	M+H	329216673	1	1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-	340.148		Isolated	NIST	0	spectra/specs_ms.mgf800	InChI=1S/C19H21N3OS/c23-14-13-21-9-11-22(12-10-21)19-15-5-1-3-7-17(15)24-18-8-4-2-6-16(18)20-19/h1-8,23H,9-14H2	N/A	HCD	Positive	ESI	340.148	lib-00000.mgf	Bronze	3	0.927784	0.269156	9.16E-05	1	NIST17	NIST	340.148	N/A	0	6	C1CN(CCN1CCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	1	340.148	spectra/specs_ms.mgf	CCMSLIB00003617613	306240	UPDATE-SINGLE-ANNOTATED-BRONZE	 
598	M+H	0	1	His-Trp	342.156	YES	Isolated	NIST	0	spectra/specs_ms.mgf598	InChI=1S/C17H19N5O3/c18-13(6-11-8-19-9-21-11)16(23)22-15(17(24)25)5-10-7-20-14-4-2-1-3-12(10)14/h1-4,7-9,13,15,20H,5-6,18H2,(H,19,21)(H,22,23)(H,24,25)/t13-,15-/m0/s1	N/A	HCD	Positive	ESI	342.156	lib-00000.mgf	Bronze	3	0.963718	0.267576	9.16E-05	1	NIST17	NIST	342.156	N/A	0	10	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CC3=CN=CN3)N	1	342.156	spectra/specs_ms.mgf	CCMSLIB00003728107	387490	UPDATE-SINGLE-ANNOTATED-BRONZE	 
528	M+H	25518541	1	Lauroyl-L-carnitine	344.28		Isolated	NIST	0	spectra/specs_ms.mgf528	InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/t17-/m1/s1	N/A	HCD	Positive	ESI	344.28	lib-00000.mgf	Bronze	3	0.892652	0.620493	0.000213623	1	NIST17	NIST	344.28	N/A	0	5	CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	344.279	spectra/specs_ms.mgf	CCMSLIB00003270235	144700	UPDATE-SINGLE-ANNOTATED-BRONZE	 
717	M+Na	16110104	1	p-Acetamidophenyl .beta.-D-glucuronide	350.085		Isolated	NIST	0	spectra/specs_ms.mgf717	InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)/t9-,10-,11+,12-,14+/m0/s1	N/A	IT-FT/ion trap with FTMS	Positive	ESI	350.085	lib-00000.mgf	Bronze	3	0.961477	0.261516	9.16E-05	1	NIST17	NIST	350.085	N/A	0	4	CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O	1	350.085	spectra/specs_ms.mgf	CCMSLIB00003377466	461060	UPDATE-SINGLE-ANNOTATED-BRONZE	 
512	M+H	24587415	1	Phe-Trp	352.166	YES	Isolated	NIST	0	spectra/specs_ms.mgf512	InChI=1S/C20H21N3O3/c21-16(10-13-6-2-1-3-7-13)19(24)23-18(20(25)26)11-14-12-22-17-9-5-4-8-15(14)17/h1-9,12,16,18,22H,10-11,21H2,(H,23,24)(H,25,26)/t16-,18-/m0/s1	N/A	Q-TOF	Positive	ESI	352.166	lib-00000.mgf	Bronze	3	0.9541	0.519941	0.000183105	1	NIST17	NIST	352.166	N/A	0	11	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)[O-])[NH3+]	1	352.165	spectra/specs_ms.mgf	CCMSLIB00003213112	2.51E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
523	M+H-CH6O2	2868486	1	.alpha.-Hyodeoxycholic acid methyl ester	357.279		Isolated	NIST	0	spectra/specs_ms.mgf523	InChI=1S/C25H42O4/c1-15(5-8-23(28)29-4)18-6-7-19-17-14-22(27)21-13-16(26)9-11-25(21,3)20(17)10-12-24(18,19)2/h15-22,26-27H,5-14H2,1-4H3/t15-,16-,17+,18-,19+,20+,21+,22+,24-,25-/m1/s1	N/A	HCD	Positive	ESI	357.279	lib-00000.mgf	Bronze	3	0.878088	0.597917	0.000213623	1	NIST17	NIST	357.279	N/A	0	16	CC(CCC(=O)OC)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C	1	357.279	spectra/specs_ms.mgf	CCMSLIB00003609975	591400	UPDATE-SINGLE-ANNOTATED-BRONZE	 
881	M+H	53065	1	Cortisone	361.201	YES	Isolated	NIST	0	spectra/specs_ms.mgf881	InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1	N/A	Q-TOF	Positive	ESI	361.201	lib-00000.mgf	Bronze	3	0.803656	0.253468	9.16E-05	1	NIST17	NIST	361.201	N/A	0	9	CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C	1	361.201	spectra/specs_ms.mgf	CCMSLIB00003185737	67000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
520	M+H	50237	1	Hydrocortisone	363.217	YES	Isolated	NIST	0	spectra/specs_ms.mgf520	InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	N/A	Q-TOF	Positive	ESI	363.217	lib-00000.mgf	Bronze	3	0.912365	0.588142	0.000213623	1	NIST17	NIST	363.217	N/A	0	18	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	1	363.216	spectra/specs_ms.mgf	CCMSLIB00003181426	703000	UPDATE-SINGLE-ANNOTATED-BRONZE	 
304	M+H-H2O	80999	1	5.alpha.-Cholest-7-en-3.beta.-ol	369.352	YES	Isolated	NIST	0	spectra/specs_ms.mgf304	N/A	N/A	HCD	Positive	ESI	369.352	lib-00000.mgf	Bronze	3	0.840733	0.826247	0.000305176	1	NIST17	NIST	369.352	N/A	0	13	N/A	1	369.351	spectra/specs_ms.mgf	CCMSLIB00003718456	114400	UPDATE-SINGLE-ANNOTATED-BRONZE	 
181	M+H	541026	1	Decamethylcyclopentasiloxane	371.101	YES	Isolated	NIST	0	spectra/specs_ms.mgf181	InChI=1S/C10H30O5Si5/c1-16(2)11-17(3,4)13-19(7,8)15-20(9,10)14-18(5,6)12-16/h1-10H3	N/A	HCD	Positive	ESI	371.101	lib-00000.mgf	Bronze	3	0.810194	1.06906	0.000396729	1	NIST17	NIST	371.101	N/A	0	10	C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C	1	371.101	spectra/specs_ms.mgf	CCMSLIB00003271045	981100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
274	M+H	19794935	1	Trazodone	372.159	YES	Isolated	NIST	0	spectra/specs_ms.mgf274	InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2	N/A	HCD	Positive	ESI	372.159	lib-00000.mgf	Bronze	3	0.973461	0.574011	0.000213623	1	NIST17	NIST	372.159	N/A	0	9	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl	1	372.158	spectra/specs_ms.mgf	CCMSLIB00003471102	8.79E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
761	M+H	25597073	1	Myristoyl-L-carnitine	372.311		Isolated	NIST	0	spectra/specs_ms.mgf761	InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1	N/A	HCD	Positive	ESI	372.311	lib-00000.mgf	Bronze	3	0.970854	0.81968	0.000305176	1	NIST17	NIST	372.311	N/A	0	9	CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	372.31	spectra/specs_ms.mgf	CCMSLIB00003423639	1.06E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
781	M+H-2H2O	81254	1	Cholic acid	373.274		Isolated	NIST	0	spectra/specs_ms.mgf781	InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1	N/A	HCD	Positive	ESI	373.274	lib-00000.mgf	Bronze	3	0.832216	0.327026	0.00012207	1	NIST17	NIST	373.274	N/A	0	13	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	1	373.274	spectra/specs_ms.mgf	CCMSLIB00003476015	192300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
555	M+H	26993306	1	D-erythro-Sphingosine-1-phosphate	380.256		Isolated	NIST	0	spectra/specs_ms.mgf555	InChI=1S/C18H38NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)17(19)16-24-25(21,22)23/h14-15,17-18,20H,2-13,16,19H2,1H3,(H2,21,22,23)/b15-14+/t17-,18+/m0/s1	N/A	HCD	Positive	ESI	380.256	lib-00000.mgf	Bronze	3	0.931803	0.321021	0.00012207	1	NIST17	NIST	380.256	N/A	0	10	CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O	1	380.256	spectra/specs_ms.mgf	CCMSLIB00003251678	2.06E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
862	M+H	19794979	1	D-erythro-Sphinganine-1-phosphate	382.272		Isolated	NIST	0	spectra/specs_ms.mgf862	InChI=1S/C18H40NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)17(19)16-24-25(21,22)23/h17-18,20H,2-16,19H2,1H3,(H2,21,22,23)/t17-,18+/m0/s1	N/A	HCD	Positive	ESI	382.272	lib-00000.mgf	Bronze	3	0.744678	1.03782	0.000396729	1	NIST17	NIST	382.272	N/A	0	7	CCCCCCCCCCCCCCCC(C(COP(=O)(O)[O-])[NH3+])O	1	382.271	spectra/specs_ms.mgf	CCMSLIB00003269556	216400	UPDATE-SINGLE-ANNOTATED-BRONZE	 
440	M+H	111974697	1	Quetiapine	384.174		Isolated	NIST	0	spectra/specs_ms.mgf440	InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2	N/A	HCD	Positive	ESI	384.174	lib-00000.mgf	Bronze	3	0.950587	0.794369	0.000305176	1	NIST17	NIST	384.174	N/A	0	11	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42	1	384.174	spectra/specs_ms.mgf	CCMSLIB00003491996	4.78E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
619	M+H	117840	1	Dioctyl phthalate	391.284		Isolated	NIST	0	spectra/specs_ms.mgf619	InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3	N/A	HCD	Positive	ESI	391.284	lib-00000.mgf	Bronze	3	0.950226	1.24789	0.000488281	1	NIST17	NIST	391.284	N/A	0	4	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	1	391.284	spectra/specs_ms.mgf	CCMSLIB00003270968	142290	UPDATE-SINGLE-ANNOTATED-BRONZE	 
82	M+H	78513	1	Tris(2-butoxyethyl) phosphate	399.251		Isolated	NIST	0	spectra/specs_ms.mgf82	InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3	N/A	HCD	Positive	ESI	399.251	lib-00000.mgf	Bronze	3	0.979833	0.993683	0.000396729	1	NIST17	NIST	399.251	N/A	0	12	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	1	399.25	spectra/specs_ms.mgf	CCMSLIB00003265641	873800	UPDATE-SINGLE-ANNOTATED-BRONZE	 
556	M+H	329216639	1	Quetiapine sulfoxide	400.169		Isolated	NIST	0	spectra/specs_ms.mgf556	InChI=1S/C21H25N3O3S/c25-14-16-27-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)28(26)20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2	N/A	HCD	Positive	ESI	400.169	lib-00000.mgf	Bronze	3	0.945747	0.533832	0.000213623	1	NIST17	NIST	400.169	N/A	0	10	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3S(=O)C4=CC=CC=C42	1	400.169	spectra/specs_ms.mgf	CCMSLIB00003617648	1.40E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
518	M+H	2364672	1	Palmitoyl-L-carnitine	400.342		Isolated	NIST	0	spectra/specs_ms.mgf518	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1	N/A	HCD	Positive	ESI	400.342	lib-00000.mgf	Bronze	3	0.979522	0.533601	0.000213623	1	NIST17	NIST	400.342	N/A	0	9	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	400.342	spectra/specs_ms.mgf	CCMSLIB00003458596	4.95E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
764	2M+H	73223	1	L-Tryptophan	409.187	YES	Isolated	NIST	0	spectra/specs_ms.mgf764	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)	N/A	IT-FT/ion trap with FTMS	Positive	ESI	409.187	lib-00000.mgf	Bronze	3	0.786409	0.74581	0.000305176	1	NIST17	NIST	409.187	N/A	0	4	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	1	409.187	spectra/specs_ms.mgf	CCMSLIB00003305041	2.99E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
548	M+H-2H2O	360656	1	Glycodeoxycholic acid	414.3	YES	Isolated	NIST	0	spectra/specs_ms.mgf548	InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)	N/A	HCD	Positive	ESI	414.3	lib-00000.mgf	Bronze	3	0.756252	0.957587	0.000396729	1	NIST17	NIST	414.3	N/A	0	12	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	1	414.3	spectra/specs_ms.mgf	CCMSLIB00003455812	944300	UPDATE-SINGLE-ANNOTATED-BRONZE	 
149	M+Na	78513	1	Tris(2-butoxyethyl) phosphate	421.233		Isolated	NIST	0	spectra/specs_ms.mgf149	InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3	N/A	HCD	Positive	ESI	421.233	lib-00000.mgf	Bronze	3	0.942821	0.941828	0.000396729	1	NIST17	NIST	421.233	N/A	0	7	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	1	421.232	spectra/specs_ms.mgf	CCMSLIB00003265665	290660	UPDATE-SINGLE-ANNOTATED-BRONZE	 
658	M+H	36816101	1	Linoleoylcarnitine	424.342		Isolated	NIST	0	spectra/specs_ms.mgf658	InChI=1S/C25H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h9-10,12-13,23H,5-8,11,14-22H2,1-4H3/b10-9-,13-12-/t23-/m1/s1	N/A	HCD	Positive	ESI	424.342	lib-00000.mgf	Bronze	3	0.965603	1.15068	0.000488281	1	NIST17	NIST	424.342	N/A	0	14	CCCCCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	424.342	spectra/specs_ms.mgf	CCMSLIB00003578747	4.61E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
500	M+H	13962055	1	Oleoyl-L-carnitine	426.358		Isolated	NIST	0	spectra/specs_ms.mgf500	InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1	N/A	HCD	Positive	ESI	426.358	lib-00000.mgf	Bronze	3	0.959283	1.14524	0.000488281	1	NIST17	NIST	426.358	N/A	0	16	CCCCCCCCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	426.357	spectra/specs_ms.mgf	CCMSLIB00003270304	6.61E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
743	M+H	25597095	1	Stearoyl-L-carnitine	428.373		Isolated	NIST	0	spectra/specs_ms.mgf743	InChI=1S/C25H49NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h23H,5-22H2,1-4H3/t23-/m1/s1	N/A	HCD	Positive	ESI	428.373	lib-00000.mgf	Bronze	3	0.973971	1.21109	0.000518799	1	NIST17	NIST	428.373	N/A	0	9	CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	428.373	spectra/specs_ms.mgf	CCMSLIB00003578834	1.82E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
732	M+H	1246298656	1	7.alpha.-Hydroxy-3-oxo-4-cholestenoic acid	431.316		Isolated	NIST	0	spectra/specs_ms.mgf732	InChI=1S/C27H42O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h14,16-17,20-24,29H,5-13,15H2,1-4H3,(H,30,31)/t16-,17-,20-,21+,22+,23-,24+,26+,27-/m1/s1	N/A	HCD	Positive	ESI	431.316	lib-00000.mgf	Bronze	3	0.885032	0.990565	0.000427246	1	NIST17	NIST	431.316	N/A	0	16	CC(CCCC(C)C(=O)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C	1	431.315	spectra/specs_ms.mgf	CCMSLIB00003267002	212100	UPDATE-SINGLE-ANNOTATED-BRONZE	 
461	M+H-H2O	360656	1	Glycodeoxycholic acid	432.311	YES	Isolated	NIST	0	spectra/specs_ms.mgf461	InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)	N/A	HCD	Positive	ESI	432.311	lib-00000.mgf	Bronze	3	0.876324	0.917693	0.000396729	1	NIST17	NIST	432.311	N/A	0	14	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	1	432.31	spectra/specs_ms.mgf	CCMSLIB00003455785	2.71E+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
